EmployeeID,MonthStart,WorkingDays,SickLeaveDays,CasualLeaveDays,OvertimeHours
1050,01-01-2023,22,0,0,0
1050,01-02-2023,22,0,0,4
1050,01-03-2023,22,1,2,0
1050,01-04-2023,22,0,1,0
1050,01-05-2023,22,1,0,0
1050,01-06-2023,22,0,3,0
1050,01-07-2023,22,0,0,8
1050,01-08-2023,22,1,1,8
1050,01-09-2023,22,1,1,4
1050,01-10-2023,22,1,1,8
1050,01-11-2023,22,2,0,0
1050,01-12-2023,22,0,1,4
1050,01-01-2024,22,0,0,0
1050,01-02-2024,22,1,0,0
1050,01-03-2024,22,0,0,0
1050,01-04-2024,22,0,0,0
1050,01-05-2024,22,1,1,0
1050,01-06-2024,22,1,1,0
1050,01-07-2024,22,1,1,0
1050,01-08-2024,22,0,0,0
1050,01-09-2024,22,2,0,0
1050,01-10-2024,22,0,1,12
1050,01-11-2024,22,1,0,4
1050,01-12-2024,22,0,1,16
1050,01-01-2025,22,2,0,0
1050,01-02-2025,22,1,3,4
1050,01-03-2025,22,1,1,0
1050,01-04-2025,22,0,1,16
1050,01-05-2025,22,0,0,12
1050,01-06-2025,22,0,0,8
1050,01-07-2025,22,3,0,8
1050,01-08-2025,22,0,1,8
1050,01-09-2025,22,1,0,16
1050,01-10-2025,22,1,0,12
1050,01-11-2025,22,0,0,4
1051,01-02-2019,22,0,0,0
1051,01-03-2019,22,0,1,0
1051,01-04-2019,22,1,2,12
1051,01-05-2019,22,2,0,0
1051,01-06-2019,22,1,1,0
1051,01-07-2019,22,0,0,16
1051,01-08-2019,22,1,0,0
1051,01-09-2019,22,0,3,12
1051,01-10-2019,22,0,2,4
1051,01-11-2019,22,1,1,0
1051,01-12-2019,22,1,1,0
1051,01-01-2020,22,0,0,0
1051,01-02-2020,22,2,0,0
1051,01-03-2020,22,1,0,16
1051,01-04-2020,22,1,0,0
1051,01-05-2020,22,0,1,4
1051,01-06-2020,22,1,0,20
1051,01-07-2020,22,1,2,0
1051,01-08-2020,22,0,0,0
1051,01-09-2020,22,1,0,4
1051,01-10-2020,22,2,0,0
1051,01-11-2020,22,0,2,0
1051,01-12-2020,22,0,1,0
1051,01-01-2021,22,1,0,12
1051,01-02-2021,22,1,0,0
1051,01-03-2021,22,0,1,0
1051,01-04-2021,22,0,0,4
1051,01-05-2021,22,0,0,8
1051,01-06-2021,22,1,1,0
1051,01-07-2021,22,0,0,8
1051,01-08-2021,22,1,0,0
1051,01-09-2021,22,1,1,0
1051,01-10-2021,22,0,0,4
1051,01-11-2021,22,0,0,0
1051,01-12-2021,22,1,0,0
1051,01-01-2022,22,0,0,4
1051,01-02-2022,22,0,0,0
1051,01-03-2022,22,0,0,8
1052,01-06-2020,22,0,2,8
1052,01-07-2020,22,0,1,0
1052,01-08-2020,22,1,1,4
1052,01-09-2020,22,2,0,0
1052,01-10-2020,22,0,1,0
1052,01-11-2020,22,2,0,0
1052,01-12-2020,22,0,0,0
1052,01-01-2021,22,0,1,0
1052,01-02-2021,22,0,0,0
1052,01-03-2021,22,0,0,0
1052,01-04-2021,22,0,2,16
1052,01-05-2021,22,0,0,0
1052,01-06-2021,22,1,1,0
1052,01-07-2021,22,1,0,8
1052,01-08-2021,22,0,1,8
1052,01-09-2021,22,1,0,12
1052,01-10-2021,22,2,0,0
1052,01-11-2021,22,0,1,12
1052,01-12-2021,22,1,0,12
1052,01-01-2022,22,1,1,0
1052,01-02-2022,22,0,0,0
1052,01-03-2022,22,0,0,0
1052,01-04-2022,22,0,0,0
1052,01-05-2022,22,0,1,12
1052,01-06-2022,22,2,1,12
1052,01-07-2022,22,0,1,0
1052,01-08-2022,22,0,0,0
1052,01-09-2022,22,1,0,0
1052,01-10-2022,22,0,0,8
1052,01-11-2022,22,1,1,0
1052,01-12-2022,22,0,0,0
1052,01-01-2023,22,0,0,0
1053,01-06-2022,22,3,0,8
1053,01-07-2022,22,2,1,0
1053,01-08-2022,22,0,1,0
1053,01-09-2022,22,0,0,12
1053,01-10-2022,22,1,2,0
1053,01-11-2022,22,0,0,8
1053,01-12-2022,22,1,0,8
1054,01-03-2023,22,0,2,12
1054,01-04-2023,22,0,1,4
1054,01-05-2023,22,0,0,12
1054,01-06-2023,22,0,1,0
1054,01-07-2023,22,0,0,0
1054,01-08-2023,22,0,0,0
1054,01-09-2023,22,0,2,4
1054,01-10-2023,22,0,2,8
1054,01-11-2023,22,1,1,0
1054,01-12-2023,22,1,1,4
1054,01-01-2024,22,0,2,0
1054,01-02-2024,22,0,1,0
1054,01-03-2024,22,0,1,0
1054,01-04-2024,22,1,2,12
1054,01-05-2024,22,1,0,0
1054,01-06-2024,22,1,0,4
1054,01-07-2024,22,1,1,8
1054,01-08-2024,22,0,1,0
1054,01-09-2024,22,1,0,4
1054,01-10-2024,22,1,1,16
1054,01-11-2024,22,1,1,0
1054,01-12-2024,22,0,0,12
1054,01-01-2025,22,0,0,0
1054,01-02-2025,22,0,0,0
1054,01-03-2025,22,1,2,0
1054,01-04-2025,22,2,1,0
1054,01-05-2025,22,0,0,4
1054,01-06-2025,22,0,0,4
1054,01-07-2025,22,0,0,16
1054,01-08-2025,22,1,1,4
1054,01-09-2025,22,0,1,8
1054,01-10-2025,22,1,0,16
1054,01-11-2025,22,1,0,0
1055,01-07-2025,22,0,0,4
1055,01-08-2025,22,0,0,12
1055,01-09-2025,22,2,1,0
1055,01-10-2025,22,0,0,0
1055,01-11-2025,22,0,1,0
1056,01-10-2020,22,0,0,8
1056,01-11-2020,22,3,0,0
1056,01-12-2020,22,1,1,4
1056,01-01-2021,22,0,2,12
1056,01-02-2021,22,0,1,0
1056,01-03-2021,22,1,1,8
1056,01-04-2021,22,0,0,8
1056,01-05-2021,22,0,0,0
1056,01-06-2021,22,0,0,0
1056,01-07-2021,22,1,1,8
1056,01-08-2021,22,1,0,4
1056,01-09-2021,22,0,0,4
1056,01-10-2021,22,0,0,0
1056,01-11-2021,22,2,0,12
1056,01-12-2021,22,0,0,8
1056,01-01-2022,22,0,0,0
1056,01-02-2022,22,0,0,0
1056,01-03-2022,22,1,0,0
1056,01-04-2022,22,0,1,4
1056,01-05-2022,22,2,1,4
1056,01-06-2022,22,0,2,12
1056,01-07-2022,22,1,0,8
1056,01-08-2022,22,1,0,8
1056,01-09-2022,22,0,0,16
1056,01-10-2022,22,0,0,0
1056,01-11-2022,22,0,0,4
1056,01-12-2022,22,1,0,8
1056,01-01-2023,22,0,0,12
1056,01-02-2023,22,0,0,0
1056,01-03-2023,22,0,0,8
1056,01-04-2023,22,0,0,0
1056,01-05-2023,22,1,0,4
1056,01-06-2023,22,1,1,0
1056,01-07-2023,22,0,3,0
1056,01-08-2023,22,1,0,4
1056,01-09-2023,22,1,1,0
1056,01-10-2023,22,2,1,0
1056,01-11-2023,22,1,1,4
1056,01-12-2023,22,1,1,0
1056,01-01-2024,22,1,0,0
1056,01-02-2024,22,0,0,0
1056,01-03-2024,22,0,2,0
1056,01-04-2024,22,2,1,0
1056,01-05-2024,22,0,0,16
1056,01-06-2024,22,1,0,0
1056,01-07-2024,22,0,1,8
1056,01-08-2024,22,1,0,0
1056,01-09-2024,22,0,0,0
1056,01-10-2024,22,0,0,8
1056,01-11-2024,22,1,0,0
1056,01-12-2024,22,2,0,0
1056,01-01-2025,22,1,2,0
1056,01-02-2025,22,1,0,4
1056,01-03-2025,22,0,1,0
1056,01-04-2025,22,1,1,0
1056,01-05-2025,22,0,0,4
1056,01-06-2025,22,1,1,0
1056,01-07-2025,22,0,0,8
1056,01-08-2025,22,0,1,0
1056,01-09-2025,22,1,0,0
1056,01-10-2025,22,0,1,8
1056,01-11-2025,22,1,1,12
1057,01-06-2020,22,0,2,8
1057,01-07-2020,22,1,0,0
1057,01-08-2020,22,1,0,0
1057,01-09-2020,22,1,0,4
1057,01-10-2020,22,1,1,0
1057,01-11-2020,22,0,1,0
1057,01-12-2020,22,0,1,0
1057,01-01-2021,22,0,0,0
1057,01-02-2021,22,0,1,0
1057,01-03-2021,22,0,1,4
1057,01-04-2021,22,0,0,0
1057,01-05-2021,22,0,0,8
1057,01-06-2021,22,1,0,0
1057,01-07-2021,22,1,1,0
1057,01-08-2021,22,0,0,4
1057,01-09-2021,22,0,0,0
1057,01-10-2021,22,1,0,4
1057,01-11-2021,22,0,1,0
1057,01-12-2021,22,1,0,0
1057,01-01-2022,22,1,0,12
1057,01-02-2022,22,2,1,0
1057,01-03-2022,22,2,0,4
1057,01-04-2022,22,0,0,0
1057,01-05-2022,22,1,0,4
1057,01-06-2022,22,1,1,4
1057,01-07-2022,22,2,1,8
1057,01-08-2022,22,1,0,12
1057,01-09-2022,22,0,1,0
1057,01-10-2022,22,2,0,0
1057,01-11-2022,22,0,0,16
1057,01-12-2022,22,0,0,0
1057,01-01-2023,22,2,1,4
1057,01-02-2023,22,0,0,0
1057,01-03-2023,22,1,0,4
1057,01-04-2023,22,1,1,0
1057,01-05-2023,22,1,1,0
1057,01-06-2023,22,0,0,0
1057,01-07-2023,22,2,1,8
1057,01-08-2023,22,1,1,0
1057,01-09-2023,22,1,0,4
1057,01-10-2023,22,0,0,0
1057,01-11-2023,22,0,0,0
1057,01-12-2023,22,0,2,0
1057,01-01-2024,22,1,0,0
1057,01-02-2024,22,0,1,0
1057,01-03-2024,22,0,0,8
1057,01-04-2024,22,0,1,0
1057,01-05-2024,22,1,1,8
1057,01-06-2024,22,0,1,0
1057,01-07-2024,22,0,0,20
1057,01-08-2024,22,1,1,0
1057,01-09-2024,22,0,0,0
1057,01-10-2024,22,1,0,8
1057,01-11-2024,22,0,0,0
1057,01-12-2024,22,0,0,8
1057,01-01-2025,22,0,0,0
1057,01-02-2025,22,0,1,0
1057,01-03-2025,22,0,1,4
1057,01-04-2025,22,0,0,0
1057,01-05-2025,22,0,0,12
1057,01-06-2025,22,0,0,4
1057,01-07-2025,22,0,0,12
1057,01-08-2025,22,0,0,12
1057,01-09-2025,22,0,2,0
1057,01-10-2025,22,0,1,4
1057,01-11-2025,22,2,0,0
1058,01-01-2019,22,0,0,0
1058,01-02-2019,22,3,0,0
1058,01-03-2019,22,2,0,12
1058,01-04-2019,22,1,1,12
1058,01-05-2019,22,2,0,0
1058,01-06-2019,22,2,1,0
1058,01-07-2019,22,0,1,8
1058,01-08-2019,22,1,1,0
1058,01-09-2019,22,1,0,8
1058,01-10-2019,22,1,0,4
1058,01-11-2019,22,1,1,4
1058,01-12-2019,22,0,0,4
1058,01-01-2020,22,0,0,0
1058,01-02-2020,22,0,1,0
1058,01-03-2020,22,1,1,0
1058,01-04-2020,22,2,0,0
1058,01-05-2020,22,0,0,0
1058,01-06-2020,22,0,2,4
1058,01-07-2020,22,0,0,0
1058,01-08-2020,22,3,0,4
1058,01-09-2020,22,0,0,0
1058,01-10-2020,22,0,1,0
1058,01-11-2020,22,0,0,4
1058,01-12-2020,22,0,1,4
1058,01-01-2021,22,1,1,0
1058,01-02-2021,22,0,1,0
1058,01-03-2021,22,0,1,0
1058,01-04-2021,22,2,0,4
1058,01-05-2021,22,1,0,0
1058,01-06-2021,22,2,0,8
1058,01-07-2021,22,2,0,0
1058,01-08-2021,22,0,1,4
1058,01-09-2021,22,1,1,4
1058,01-10-2021,22,0,0,0
1058,01-11-2021,22,0,0,4
1058,01-12-2021,22,0,0,12
1058,01-01-2022,22,0,1,4
1058,01-02-2022,22,1,2,20
1058,01-03-2022,22,1,0,0
1058,01-04-2022,22,0,1,8
1058,01-05-2022,22,2,1,12
1058,01-06-2022,22,1,0,0
1058,01-07-2022,22,0,0,12
1058,01-08-2022,22,0,1,4
1058,01-09-2022,22,0,0,8
1058,01-10-2022,22,1,0,0
1058,01-11-2022,22,0,1,0
1058,01-12-2022,22,0,0,0
1058,01-01-2023,22,0,0,0
1058,01-02-2023,22,1,0,0
1058,01-03-2023,22,1,0,0
1058,01-04-2023,22,2,2,0
1058,01-05-2023,22,2,0,4
1058,01-06-2023,22,0,0,8
1058,01-07-2023,22,1,2,0
1058,01-08-2023,22,1,0,8
1058,01-09-2023,22,0,3,4
1058,01-10-2023,22,0,0,8
1058,01-11-2023,22,1,0,16
1058,01-12-2023,22,0,0,0
1058,01-01-2024,22,1,1,0
1058,01-02-2024,22,0,0,0
1058,01-03-2024,22,2,0,0
1058,01-04-2024,22,2,1,0
1058,01-05-2024,22,0,0,0
1058,01-06-2024,22,1,2,0
1058,01-07-2024,22,2,1,8
1058,01-08-2024,22,1,0,0
1058,01-09-2024,22,1,0,0
1058,01-10-2024,22,0,0,0
1058,01-11-2024,22,1,1,4
1058,01-12-2024,22,3,0,0
1058,01-01-2025,22,1,0,0
1058,01-02-2025,22,0,0,4
1058,01-03-2025,22,2,0,4
1058,01-04-2025,22,1,0,0
1058,01-05-2025,22,1,0,4
1058,01-06-2025,22,1,1,0
1058,01-07-2025,22,1,1,0
1058,01-08-2025,22,0,1,0
1058,01-09-2025,22,0,0,0
1058,01-10-2025,22,1,0,4
1058,01-11-2025,22,0,1,8
1059,01-03-2022,22,1,0,4
1059,01-04-2022,22,1,2,12
1059,01-05-2022,22,1,0,4
1059,01-06-2022,22,1,0,8
1059,01-07-2022,22,1,0,4
1059,01-08-2022,22,1,0,0
1059,01-09-2022,22,0,0,4
1059,01-10-2022,22,0,0,8
1059,01-11-2022,22,0,0,8
1059,01-12-2022,22,1,0,0
1059,01-01-2023,22,2,0,0
1059,01-02-2023,22,0,0,4
1059,01-03-2023,22,1,2,0
1059,01-04-2023,22,0,0,0
1059,01-05-2023,22,1,2,4
1059,01-06-2023,22,1,0,12
1059,01-07-2023,22,0,1,0
1059,01-08-2023,22,2,0,0
1059,01-09-2023,22,1,1,4
1059,01-10-2023,22,1,2,8
1059,01-11-2023,22,1,0,0
1059,01-12-2023,22,1,1,0
1059,01-01-2024,22,0,2,0
1059,01-02-2024,22,0,1,8
1059,01-03-2024,22,0,2,8
1059,01-04-2024,22,0,1,0
1059,01-05-2024,22,1,2,0
1059,01-06-2024,22,1,1,8
1059,01-07-2024,22,0,3,8
1059,01-08-2024,22,2,1,8
1059,01-09-2024,22,0,1,4
1059,01-10-2024,22,0,3,0
1059,01-11-2024,22,0,3,4
1059,01-12-2024,22,0,1,0
1059,01-01-2025,22,0,0,0
1059,01-02-2025,22,0,1,0
1059,01-03-2025,22,1,2,0
1059,01-04-2025,22,0,0,8
1059,01-05-2025,22,1,0,4
1059,01-06-2025,22,0,0,4
1059,01-07-2025,22,1,0,0
1059,01-08-2025,22,0,0,0
1059,01-09-2025,22,0,1,12
1059,01-10-2025,22,2,1,4
1059,01-11-2025,22,1,1,12
1060,01-08-2024,22,0,1,12
1060,01-09-2024,22,1,1,12
1060,01-10-2024,22,0,2,4
1060,01-11-2024,22,1,0,0
1060,01-12-2024,22,0,0,0
1060,01-01-2025,22,0,0,8
1060,01-02-2025,22,0,0,0
1060,01-03-2025,22,0,1,0
1060,01-04-2025,22,1,0,0
1060,01-05-2025,22,0,0,0
1060,01-06-2025,22,2,1,0
1060,01-07-2025,22,1,1,0
1060,01-08-2025,22,1,1,0
1060,01-09-2025,22,0,3,0
1060,01-10-2025,22,0,0,0
1060,01-11-2025,22,2,0,4
1061,01-09-2021,22,0,0,4
1061,01-10-2021,22,0,1,0
1061,01-11-2021,22,1,0,0
1061,01-12-2021,22,0,0,0
1061,01-01-2022,22,0,0,8
1061,01-02-2022,22,1,0,0
1061,01-03-2022,22,0,0,0
1061,01-04-2022,22,0,3,8
1061,01-05-2022,22,1,0,0
1061,01-06-2022,22,1,1,0
1061,01-07-2022,22,1,2,8
1061,01-08-2022,22,0,0,0
1061,01-09-2022,22,1,0,0
1061,01-10-2022,22,0,1,16
1061,01-11-2022,22,0,0,0
1061,01-12-2022,22,1,2,0
1061,01-01-2023,22,1,0,0
1061,01-02-2023,22,0,0,0
1061,01-03-2023,22,0,0,4
1061,01-04-2023,22,1,0,0
1061,01-05-2023,22,0,1,8
1061,01-06-2023,22,0,0,0
1061,01-07-2023,22,0,0,16
1061,01-08-2023,22,3,0,8
1061,01-09-2023,22,0,0,0
1061,01-10-2023,22,1,1,4
1061,01-11-2023,22,0,0,16
1061,01-12-2023,22,1,0,0
1061,01-01-2024,22,0,0,0
1061,01-02-2024,22,0,0,4
1061,01-03-2024,22,0,1,16
1061,01-04-2024,22,1,2,4
1061,01-05-2024,22,1,1,0
1061,01-06-2024,22,0,0,0
1061,01-07-2024,22,1,1,0
1061,01-08-2024,22,0,0,0
1061,01-09-2024,22,0,0,8
1061,01-10-2024,22,0,0,0
1061,01-11-2024,22,1,0,0
1061,01-12-2024,22,0,0,4
1061,01-01-2025,22,0,0,0
1061,01-02-2025,22,0,1,4
1061,01-03-2025,22,2,0,12
1061,01-04-2025,22,1,0,4
1061,01-05-2025,22,1,0,4
1061,01-06-2025,22,0,1,8
1061,01-07-2025,22,0,0,16
1061,01-08-2025,22,0,0,12
1061,01-09-2025,22,0,0,4
1061,01-10-2025,22,0,0,0
1061,01-11-2025,22,1,1,0
1062,01-01-2023,22,0,0,4
1062,01-02-2023,22,1,0,0
1062,01-03-2023,22,0,1,0
1062,01-04-2023,22,0,1,0
1062,01-05-2023,22,1,1,0
1062,01-06-2023,22,0,0,12
1062,01-07-2023,22,0,0,4
1062,01-08-2023,22,1,0,16
1062,01-09-2023,22,0,0,4
1062,01-10-2023,22,1,0,16
1062,01-11-2023,22,1,0,4
1062,01-12-2023,22,1,0,4
1062,01-01-2024,22,1,0,8
1062,01-02-2024,22,1,1,0
1062,01-03-2024,22,0,1,0
1062,01-04-2024,22,1,0,0
1062,01-05-2024,22,2,0,0
1062,01-06-2024,22,1,1,12
1062,01-07-2024,22,0,0,0
1062,01-08-2024,22,0,0,0
1062,01-09-2024,22,0,1,0
1062,01-10-2024,22,0,1,0
1062,01-11-2024,22,0,2,0
1062,01-12-2024,22,0,0,8
1062,01-01-2025,22,0,0,0
1062,01-02-2025,22,0,0,8
1062,01-03-2025,22,0,0,12
1062,01-04-2025,22,1,0,12
1062,01-05-2025,22,0,1,8
1062,01-06-2025,22,2,1,0
1062,01-07-2025,22,2,0,0
1062,01-08-2025,22,1,0,0
1062,01-09-2025,22,0,0,4
1062,01-10-2025,22,0,1,0
1062,01-11-2025,22,0,0,0
1063,01-02-2022,22,0,0,4
1063,01-03-2022,22,0,1,0
1063,01-04-2022,22,0,0,0
1063,01-05-2022,22,1,0,0
1063,01-06-2022,22,0,0,0
1063,01-07-2022,22,3,0,0
1063,01-08-2022,22,2,1,16
1063,01-09-2022,22,1,0,4
1063,01-10-2022,22,1,1,12
1063,01-11-2022,22,1,0,12
1063,01-12-2022,22,0,1,0
1063,01-01-2023,22,2,1,0
1063,01-02-2023,22,1,2,0
1063,01-03-2023,22,0,1,0
1063,01-04-2023,22,0,2,8
1063,01-05-2023,22,1,0,8
1063,01-06-2023,22,0,1,16
1063,01-07-2023,22,0,0,0
1063,01-08-2023,22,2,1,16
1063,01-09-2023,22,0,2,12
1063,01-10-2023,22,0,1,0
1063,01-11-2023,22,0,0,0
1063,01-12-2023,22,0,0,0
1063,01-01-2024,22,0,0,0
1063,01-02-2024,22,1,1,0
1063,01-03-2024,22,0,1,0
1063,01-04-2024,22,0,0,4
1063,01-05-2024,22,0,0,12
1063,01-06-2024,22,0,0,8
1063,01-07-2024,22,0,2,0
1063,01-08-2024,22,0,1,0
1063,01-09-2024,22,0,0,0
1063,01-10-2024,22,0,0,0
1063,01-11-2024,22,0,1,0
1063,01-12-2024,22,2,0,0
1063,01-01-2025,22,0,0,0
1063,01-02-2025,22,0,3,8
1063,01-03-2025,22,0,0,0
1063,01-04-2025,22,1,0,16
1063,01-05-2025,22,0,0,0
1063,01-06-2025,22,0,1,4
1063,01-07-2025,22,2,0,0
1063,01-08-2025,22,0,0,20
1063,01-09-2025,22,1,0,16
1063,01-10-2025,22,1,0,4
1063,01-11-2025,22,0,2,0
1064,01-04-2019,22,0,0,12
1064,01-05-2019,22,0,1,12
1064,01-06-2019,22,0,0,8
1064,01-07-2019,22,1,0,0
1064,01-08-2019,22,0,1,4
1064,01-09-2019,22,1,0,16
1064,01-10-2019,22,1,0,12
1064,01-11-2019,22,0,0,0
1064,01-12-2019,22,1,0,16
1064,01-01-2020,22,0,0,12
1064,01-02-2020,22,1,1,0
1064,01-03-2020,22,0,2,12
1064,01-04-2020,22,1,0,0
1064,01-05-2020,22,1,0,0
1064,01-06-2020,22,1,1,0
1064,01-07-2020,22,1,0,0
1064,01-08-2020,22,0,0,0
1064,01-09-2020,22,0,0,4
1064,01-10-2020,22,1,0,8
1064,01-11-2020,22,0,1,8
1064,01-12-2020,22,0,0,0
1064,01-01-2021,22,1,0,0
1064,01-02-2021,22,1,0,8
1064,01-03-2021,22,2,0,0
1064,01-04-2021,22,0,0,0
1064,01-05-2021,22,1,0,16
1064,01-06-2021,22,0,0,8
1064,01-07-2021,22,0,0,8
1064,01-08-2021,22,0,0,0
1064,01-09-2021,22,0,0,0
1064,01-10-2021,22,0,0,16
1064,01-11-2021,22,2,1,4
1064,01-12-2021,22,0,0,0
1064,01-01-2022,22,0,2,4
1064,01-02-2022,22,0,0,4
1064,01-03-2022,22,0,1,12
1064,01-04-2022,22,1,0,4
1064,01-05-2022,22,1,0,8
1064,01-06-2022,22,0,0,0
1064,01-07-2022,22,1,0,4
1064,01-08-2022,22,0,0,4
1064,01-09-2022,22,1,0,0
1064,01-10-2022,22,1,0,0
1064,01-11-2022,22,1,1,0
1064,01-12-2022,22,2,1,12
1064,01-01-2023,22,0,3,16
1064,01-02-2023,22,0,0,8
1064,01-03-2023,22,1,0,4
1064,01-04-2023,22,0,1,0
1064,01-05-2023,22,0,0,4
1064,01-06-2023,22,1,2,0
1064,01-07-2023,22,0,0,0
1064,01-08-2023,22,0,0,0
1064,01-09-2023,22,0,0,8
1064,01-10-2023,22,0,0,4
1064,01-11-2023,22,2,0,0
1064,01-12-2023,22,1,0,4
1064,01-01-2024,22,1,2,8
1064,01-02-2024,22,2,1,0
1064,01-03-2024,22,2,0,0
1064,01-04-2024,22,0,0,4
1064,01-05-2024,22,1,0,0
1064,01-06-2024,22,1,1,16
1064,01-07-2024,22,1,0,4
1064,01-08-2024,22,0,1,4
1064,01-09-2024,22,1,0,8
1064,01-10-2024,22,2,0,0
1064,01-11-2024,22,0,0,0
1064,01-12-2024,22,1,0,4
1064,01-01-2025,22,0,1,0
1064,01-02-2025,22,0,0,0
1064,01-03-2025,22,0,1,4
1064,01-04-2025,22,0,1,0
1064,01-05-2025,22,0,0,16
1064,01-06-2025,22,0,0,0
1064,01-07-2025,22,2,0,0
1064,01-08-2025,22,1,1,8
1064,01-09-2025,22,0,1,4
1064,01-10-2025,22,2,0,4
1064,01-11-2025,22,0,0,8
1065,01-06-2023,22,0,1,0
1065,01-07-2023,22,0,1,4
1065,01-08-2023,22,0,1,8
1065,01-09-2023,22,0,0,4
1065,01-10-2023,22,0,0,0
1065,01-11-2023,22,1,0,0
1065,01-12-2023,22,0,0,0
1065,01-01-2024,22,0,1,12
1065,01-02-2024,22,1,1,8
1065,01-03-2024,22,0,1,0
1065,01-04-2024,22,0,0,8
1065,01-05-2024,22,1,0,0
1065,01-06-2024,22,0,0,0
1065,01-07-2024,22,1,0,4
1065,01-08-2024,22,1,1,8
1065,01-09-2024,22,1,1,4
1065,01-10-2024,22,2,0,0
1065,01-11-2024,22,1,0,16
1065,01-12-2024,22,0,0,4
1065,01-01-2025,22,0,2,0
1065,01-02-2025,22,3,1,0
1065,01-03-2025,22,2,1,12
1065,01-04-2025,22,0,0,0
1065,01-05-2025,22,0,0,8
1065,01-06-2025,22,0,1,4
1065,01-07-2025,22,1,0,0
1065,01-08-2025,22,0,0,8
1065,01-09-2025,22,1,1,8
1065,01-10-2025,22,0,3,0
1065,01-11-2025,22,0,0,16
1066,01-12-2022,22,1,0,4
1066,01-01-2023,22,1,0,4
1066,01-02-2023,22,0,2,0
1066,01-03-2023,22,0,1,8
1066,01-04-2023,22,0,0,0
1066,01-05-2023,22,0,0,12
1066,01-06-2023,22,0,0,8
1066,01-07-2023,22,0,1,4
1066,01-08-2023,22,0,0,8
1066,01-09-2023,22,0,0,0
1066,01-10-2023,22,1,1,0
1066,01-11-2023,22,0,0,4
1066,01-12-2023,22,0,0,12
1066,01-01-2024,22,0,1,12
1066,01-02-2024,22,0,1,4
1066,01-03-2024,22,0,2,12
1066,01-04-2024,22,1,2,0
1066,01-05-2024,22,1,1,0
1066,01-06-2024,22,1,0,4
1066,01-07-2024,22,0,1,4
1066,01-08-2024,22,0,0,0
1066,01-09-2024,22,0,1,4
1066,01-10-2024,22,1,1,0
1067,01-07-2021,22,0,0,8
1067,01-08-2021,22,0,0,0
1067,01-09-2021,22,1,0,0
1067,01-10-2021,22,0,0,0
1067,01-11-2021,22,1,0,0
1067,01-12-2021,22,0,2,0
1067,01-01-2022,22,2,0,8
1067,01-02-2022,22,0,0,0
1067,01-03-2022,22,1,0,0
1067,01-04-2022,22,1,0,0
1067,01-05-2022,22,0,1,12
1068,01-06-2024,22,0,1,4
1068,01-07-2024,22,0,2,8
1068,01-08-2024,22,0,1,4
1068,01-09-2024,22,0,0,8
1068,01-10-2024,22,1,1,0
1068,01-11-2024,22,1,1,0
1068,01-12-2024,22,1,0,8
1068,01-01-2025,22,0,0,0
1068,01-02-2025,22,0,1,0
1068,01-03-2025,22,1,0,0
1068,01-04-2025,22,0,1,8
1068,01-05-2025,22,1,1,12
1068,01-06-2025,22,1,1,0
1068,01-07-2025,22,0,3,0
1068,01-08-2025,22,1,0,12
1068,01-09-2025,22,0,1,0
1068,01-10-2025,22,1,0,4
1068,01-11-2025,22,0,0,12
1069,01-12-2021,22,0,0,0
1069,01-01-2022,22,0,1,0
1069,01-02-2022,22,0,1,12
1069,01-03-2022,22,0,0,4
1069,01-04-2022,22,0,0,0
1069,01-05-2022,22,0,0,4
1069,01-06-2022,22,2,1,12
1069,01-07-2022,22,1,2,0
1069,01-08-2022,22,0,0,0
1069,01-09-2022,22,1,0,8
1069,01-10-2022,22,1,0,8
1069,01-11-2022,22,1,0,0
1069,01-12-2022,22,1,0,0
1069,01-01-2023,22,0,2,8
1069,01-02-2023,22,2,0,0
1069,01-03-2023,22,0,0,4
1069,01-04-2023,22,2,0,0
1069,01-05-2023,22,0,1,12
1069,01-06-2023,22,0,0,0
1069,01-07-2023,22,1,1,0
1069,01-08-2023,22,0,0,8
1069,01-09-2023,22,0,1,4
1069,01-10-2023,22,1,2,0
1069,01-11-2023,22,0,0,4
1069,01-12-2023,22,1,0,4
1069,01-01-2024,22,1,0,0
1069,01-02-2024,22,1,0,8
1069,01-03-2024,22,1,1,0
1069,01-04-2024,22,1,2,12
1069,01-05-2024,22,2,1,0
1069,01-06-2024,22,1,1,4
1069,01-07-2024,22,1,1,0
1069,01-08-2024,22,0,1,4
1069,01-09-2024,22,1,0,0
1069,01-10-2024,22,0,0,4
1069,01-11-2024,22,1,0,4
1069,01-12-2024,22,1,1,0
1069,01-01-2025,22,0,0,12
1069,01-02-2025,22,2,1,0
1069,01-03-2025,22,1,0,4
1069,01-04-2025,22,1,2,0
1069,01-05-2025,22,3,0,12
1069,01-06-2025,22,1,0,0
1069,01-07-2025,22,0,0,12
1069,01-08-2025,22,0,0,4
1069,01-09-2025,22,0,1,0
1069,01-10-2025,22,1,1,8
1069,01-11-2025,22,0,1,0
1070,01-10-2019,22,0,0,4
1070,01-11-2019,22,3,0,4
1070,01-12-2019,22,0,0,8
1070,01-01-2020,22,0,0,16
1070,01-02-2020,22,1,1,0
1070,01-03-2020,22,0,0,4
1070,01-04-2020,22,1,1,12
1070,01-05-2020,22,2,1,4
1070,01-06-2020,22,0,1,0
1070,01-07-2020,22,0,1,8
1070,01-08-2020,22,1,1,0
